MessageID;/RequestResource/MessageID;/alert/identifier
SentDateTime;/RequestResource/SentDateTime;/alert/sent
MessageContentType;/RequestResource/MessageContentType;/alert/msgType
MessageDescription;/RequestResource/MessageDescription;/alert/restriction
OriginatingMessageID;/RequestResource/OriginatingMessageID;/alert/sender
IncidentInformation;/RequestResource/IncidentInformation;.
IncidentID;/RequestResource/IncidentInformation/IncidentID;/alert/incidents
IncidentDescription;/RequestResource/IncidentInformation/IncidentDescription;/alert/info/resource/resourceDesc
MessageRecall;/RequestResource/MessageRecall;.
RecallMessageID;/RequestResource/MessageRecall/RecallMessageID;.
RecallType;/RequestResource/MessageRecall/RecallType;/alert/info/responseType
Funding;/RequestResource/Funding;.
FundCode;/RequestResource/Funding/FundCode;.
FundingInfo;/RequestResource/Funding/FundingInfo;.
ContactInformation;/RequestResource/ContactInformation;/alert/info/contact
ContactDescription;/RequestResource/ContactInformation/ContactDescription;.
ContactRole;/RequestResource/ContactInformation/ContactRole;.
Radio;/RequestResource/ContactInformation/Radio;.
RadioType;/RequestResource/ContactInformation/Radio/RadioType;.
ValueListURN;/RequestResource/ContactInformation/Radio/RadioType/ValueListURN;/alert/info/resource/resourceDesc
Value;/RequestResource/ContactInformation/Radio/RadioType/Value;/alert/info/resource/mimeType
RadioChannel;/RequestResource/ContactInformation/Radio/RadioChannel;.
ContactLocation;/RequestResource/ContactInformation/ContactLocation;.
LocationDescription;/RequestResource/ContactInformation/ContactLocation/LocationDescription;/alert/info/area/areaDesc
Address;/RequestResource/ContactInformation/ContactLocation/Address;.
FreeTextAddress;/RequestResource/ContactInformation/ContactLocation/Address/FreeTextAddress;.
AddressLine;/RequestResource/ContactInformation/ContactLocation/Address/FreeTextAddress/AddressLine;.
Country;/RequestResource/ContactInformation/ContactLocation/Address/Country;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Country/NameElement;.
AdministrativeArea;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/NameElement;.
SubAdministrativeArea;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/SubAdministrativeArea;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/AdministrativeArea/SubAdministrativeArea/NameElement;.
Locality;/RequestResource/ContactInformation/ContactLocation/Address/Locality;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Locality/NameElement;.
SubLocality;/RequestResource/ContactInformation/ContactLocation/Address/Locality/SubLocality;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Locality/SubLocality/NameElement;.
Thoroughfare;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/Number;.
SubThoroughfare;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Thoroughfare/SubThoroughfare/Number;.
Premises;/RequestResource/ContactInformation/ContactLocation/Address/Premises;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Premises/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Premises/Number;.
SubPremises;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises;.
NameElement;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises/NameElement;.
Number;/RequestResource/ContactInformation/ContactLocation/Address/Premises/SubPremises/Number;.
PostCode;/RequestResource/ContactInformation/ContactLocation/Address/PostCode;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostCode/Identifier;.
RuralDelivery;/RequestResource/ContactInformation/ContactLocation/Address/RuralDelivery;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ContactInformation/ContactLocation/Address/PostalDeliveryPoint;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ContactInformation/ContactLocation/Address/PostOffice;.
Identifier;/RequestResource/ContactInformation/ContactLocation/Address/PostOffice/Identifier;.
GeoRSS;/RequestResource/ContactInformation/ContactLocation/Address/GeoRSS;.
AnyElement;/RequestResource/ContactInformation/ContactLocation/Address/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates;.
Latitude;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates/Latitude;.
Longitude;/RequestResource/ContactInformation/ContactLocation/Address/LocationByCoordinates/Longitude;.
TargetArea;/RequestResource/ContactInformation/ContactLocation/TargetArea;.
Point;/RequestResource/ContactInformation/ContactLocation/TargetArea/Point;.
Pos;/RequestResource/ContactInformation/ContactLocation/TargetArea/Point/pos;.
LineString;/RequestResource/ContactInformation/ContactLocation/TargetArea/LineString;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/LineString/posList;.
CircleByCenterPoint;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint;.
Pos;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint/pos;.
Radius;/RequestResource/ContactInformation/ContactLocation/TargetArea/CircleByCenterPoint/radius;.
Polygon;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon;.
Exterior;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior;.
LinearRing;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior/LinearRing;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/exterior/LinearRing/posList;.
Interior;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior;.
LinearRing;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior/LinearRing;.
PosList;/RequestResource/ContactInformation/ContactLocation/TargetArea/Polygon/interior/LinearRing/posList;.
Envelope;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope;.
LowerCorner;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope/lowerCorner;.
UpperCorner;/RequestResource/ContactInformation/ContactLocation/TargetArea/Envelope/upperCorner;.
AdditionalContactInformation;/RequestResource/ContactInformation/AdditionalContactInformation;.
FreeTextLines;/RequestResource/ContactInformation/AdditionalContactInformation/FreeTextLines;.
FreeTextLine;/RequestResource/ContactInformation/AdditionalContactInformation/FreeTextLines/FreeTextLine;.
PartyName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName;.
NameLine;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/NameLine;.
PersonName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/PersonName;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/PersonName/NameElement;.
OrganisationName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName/NameElement;.
SubDivisionName;/RequestResource/ContactInformation/AdditionalContactInformation/PartyName/OrganisationName/SubDivisionName;.
Addresses;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses;.
Address;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address;.
FreeTextAddress;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/FreeTextAddress;.
AddressLine;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/FreeTextAddress/AddressLine;.
Country;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Country;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Country/NameElement;.
AdministrativeArea;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/AdministrativeArea;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/AdministrativeArea/NameElement;.
Locality;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Locality;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Locality/NameElement;.
Thoroughfare;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Thoroughfare/Number;.
Premises;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/Premises/Number;.
PostCode;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostCode;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostCode/Identifier;.
RuralDelivery;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/RuralDelivery;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostalDeliveryPoint;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostOffice;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/PostOffice/Identifier;.
GeoRSS;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/GeoRSS;.
AnyElement;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ContactInformation/AdditionalContactInformation/Addresses/Address/LocationByCoordinates;.
Accounts;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts;.
Account;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account;.
AccountElement;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account/AccountElement;.
Organisation;/RequestResource/ContactInformation/AdditionalContactInformation/Accounts/Account/Organisation;.
ContactNumbers;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers;.
ContactNumber;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers/ContactNumber;.
ContactNumberElement;/RequestResource/ContactInformation/AdditionalContactInformation/ContactNumbers/ContactNumber/ContactNumberElement;.
Documents;/RequestResource/ContactInformation/AdditionalContactInformation/Documents;.
Document;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document;.
DocumentElement;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/DocumentElement;.
NameOnDocument;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/NameOnDocument;.
AddressOnDocument;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/AddressOnDocument;.
IssuerName;/RequestResource/ContactInformation/AdditionalContactInformation/Documents/Document/IssuerName;.
ElectronicAddressIdentifiers;/RequestResource/ContactInformation/AdditionalContactInformation/ElectronicAddressIdentifiers;.
ElectronicAddressIdentifier;/RequestResource/ContactInformation/AdditionalContactInformation/ElectronicAddressIdentifiers/ElectronicAddressIdentifier;.
Events;/RequestResource/ContactInformation/AdditionalContactInformation/Events;.
Event;/RequestResource/ContactInformation/AdditionalContactInformation/Events/Event;.
Identifiers;/RequestResource/ContactInformation/AdditionalContactInformation/Identifiers;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/Identifiers/Identifier;.
IdentifierElement;/RequestResource/ContactInformation/AdditionalContactInformation/Identifiers/Identifier/IdentifierElement;.
IssuerName;/RequestResource/ContactInformation/AdditionalContactInformation/Identifiers/Identifier/IssuerName;.
Memberships;/RequestResource/ContactInformation/AdditionalContactInformation/Memberships;.
Membership;/RequestResource/ContactInformation/AdditionalContactInformation/Memberships/Membership;.
MembershipElement;/RequestResource/ContactInformation/AdditionalContactInformation/Memberships/Membership/MembershipElement;.
Organisation;/RequestResource/ContactInformation/AdditionalContactInformation/Memberships/Membership/Organisation;.
Relationships;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships;.
Relationship;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship;.
NameLine;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/NameLine;.
PersonName;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/PersonName;.
OrganisationName;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/OrganisationName;.
Addresses;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/Addresses;.
Address;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/Addresses/Address;.
ContactNumbers;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/ContactNumbers;.
ContactNumber;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/ContactNumbers/ContactNumber;.
ElectronicAddressIdentifiers;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/ElectronicAddressIdentifiers;.
ElectronicAddressIdentifier;/RequestResource/ContactInformation/AdditionalContactInformation/Relationships/Relationship/ElectronicAddressIdentifiers/ElectronicAddressIdentifier;.
Revenues;/RequestResource/ContactInformation/AdditionalContactInformation/Revenues;.
Revenue;/RequestResource/ContactInformation/AdditionalContactInformation/Revenues/Revenue;.
Stocks;/RequestResource/ContactInformation/AdditionalContactInformation/Stocks;.
Stock;/RequestResource/ContactInformation/AdditionalContactInformation/Stocks/Stock;.
Vehicles;/RequestResource/ContactInformation/AdditionalContactInformation/Vehicles;.
Vehicle;/RequestResource/ContactInformation/AdditionalContactInformation/Vehicles/Vehicle;.
VehicleElement;/RequestResource/ContactInformation/AdditionalContactInformation/Vehicles/Vehicle/VehicleElement;.
OrganisationInfo;/RequestResource/ContactInformation/AdditionalContactInformation/OrganisationInfo;.
PersonInfo;/RequestResource/ContactInformation/AdditionalContactInformation/PersonInfo;.
BirthInfo;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo;.
BirthInfoElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthInfoElement;.
BirthPlaceDetails;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails;.
FreeTextAddress;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/FreeTextAddress;.
AddressLine;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/FreeTextAddress/AddressLine;.
Country;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Country;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Country/NameElement;.
AdministrativeArea;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/AdministrativeArea;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/AdministrativeArea/NameElement;.
Locality;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Locality;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Locality/NameElement;.
Thoroughfare;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Thoroughfare;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Thoroughfare/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Thoroughfare/Number;.
Premises;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Premises;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Premises/NameElement;.
Number;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/Premises/Number;.
PostCode;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostCode;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostCode/Identifier;.
RuralDelivery;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/RuralDelivery;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostalDeliveryPoint;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostOffice;.
Identifier;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/PostOffice/Identifier;.
GeoRSS;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/GeoRSS;.
AnyElement;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ContactInformation/AdditionalContactInformation/BirthInfo/BirthPlaceDetails/LocationByCoordinates;.
CountriesOfResidence;/RequestResource/ContactInformation/AdditionalContactInformation/CountriesOfResidence;.
Country;/RequestResource/ContactInformation/AdditionalContactInformation/CountriesOfResidence/Country;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/CountriesOfResidence/Country/NameElement;.
Favourites;/RequestResource/ContactInformation/AdditionalContactInformation/Favourites;.
Favourite;/RequestResource/ContactInformation/AdditionalContactInformation/Favourites/Favourite;.
Habits;/RequestResource/ContactInformation/AdditionalContactInformation/Habits;.
Habit;/RequestResource/ContactInformation/AdditionalContactInformation/Habits/Habit;.
Hobbies;/RequestResource/ContactInformation/AdditionalContactInformation/Hobbies;.
Hobby;/RequestResource/ContactInformation/AdditionalContactInformation/Hobbies/Hobby;.
Languages;/RequestResource/ContactInformation/AdditionalContactInformation/Languages;.
Language;/RequestResource/ContactInformation/AdditionalContactInformation/Languages/Language;.
Nationalities;/RequestResource/ContactInformation/AdditionalContactInformation/Nationalities;.
Country;/RequestResource/ContactInformation/AdditionalContactInformation/Nationalities/Country;.
NameElement;/RequestResource/ContactInformation/AdditionalContactInformation/Nationalities/Country/NameElement;.
Occupations;/RequestResource/ContactInformation/AdditionalContactInformation/Occupations;.
Occupation;/RequestResource/ContactInformation/AdditionalContactInformation/Occupations/Occupation;.
OccupationElement;/RequestResource/ContactInformation/AdditionalContactInformation/Occupations/Occupation/OccupationElement;.
Employer;/RequestResource/ContactInformation/AdditionalContactInformation/Occupations/Occupation/Employer;.
PhysicalInfo;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo;.
FreeTextLine;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/FreeTextLine;.
Feature;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/Feature;.
BodyMark;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/BodyMark;.
Disability;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/Disability;.
Allergy;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/Allergy;.
HealthCondition;/RequestResource/ContactInformation/AdditionalContactInformation/PhysicalInfo/HealthCondition;.
Preferences;/RequestResource/ContactInformation/AdditionalContactInformation/Preferences;.
Preference;/RequestResource/ContactInformation/AdditionalContactInformation/Preferences/Preference;.
Qualifications;/RequestResource/ContactInformation/AdditionalContactInformation/Qualifications;.
Qualification;/RequestResource/ContactInformation/AdditionalContactInformation/Qualifications/Qualification;.
QualificationElement;/RequestResource/ContactInformation/AdditionalContactInformation/Qualifications/Qualification/QualificationElement;.
Institution;/RequestResource/ContactInformation/AdditionalContactInformation/Qualifications/Qualification/Institution;.
Visas;/RequestResource/ContactInformation/AdditionalContactInformation/Visas;.
Visa;/RequestResource/ContactInformation/AdditionalContactInformation/Visas/Visa;.
VisaElement;/RequestResource/ContactInformation/AdditionalContactInformation/Visas/Visa/VisaElement;.
ResourceInformation;/RequestResource/ResourceInformation;.
ResourceInfoElementID;/RequestResource/ResourceInformation/ResourceInfoElementID;/alert/info/resource/derefUri
Resource;/RequestResource/ResourceInformation/Resource;.
ResourceID;/RequestResource/ResourceInformation/Resource/ResourceID;/alert/code
Name;/RequestResource/ResourceInformation/Resource/Name;/alert/info/parameter/valueName
TypeStructure;/RequestResource/ResourceInformation/Resource/TypeStructure;.
ValueListURN;/RequestResource/ResourceInformation/Resource/TypeStructure/ValueListURN;/alert/info/parameter/valueName
Value;/RequestResource/ResourceInformation/Resource/TypeStructure/Value;/alert/info/parameter/value
TypeInfo;/RequestResource/ResourceInformation/Resource/TypeInfo;/alert/info/responseType
AnyElement;/RequestResource/ResourceInformation/Resource/TypeInfo/anyElement;/alert/info/responseType
Keyword;/RequestResource/ResourceInformation/Resource/Keyword;/alert/info/eventCode
ValueListURN;/RequestResource/ResourceInformation/Resource/Keyword/ValueListURN;/alert/info/eventCode/valueName
Value;/RequestResource/ResourceInformation/Resource/Keyword/Value;/alert/info/eventCode/value
Description;/RequestResource/ResourceInformation/Resource/Description;/alert/info/description
Credentials;/RequestResource/ResourceInformation/Resource/Credentials;.
Certifications;/RequestResource/ResourceInformation/Resource/Certifications;.
SpecialRequirements;/RequestResource/ResourceInformation/Resource/SpecialRequirements;/alert/info/instruction
AssignmentInformation;/RequestResource/ResourceInformation/AssignmentInformation;.
Quantity;/RequestResource/ResourceInformation/AssignmentInformation/Quantity;.
QuantityText;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/QuantityText;.
MeasuredQuantity;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/MeasuredQuantity;.
Amount;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/MeasuredQuantity/Amount;.
UnitOfMeasure;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/MeasuredQuantity/UnitOfMeasure;.
ValueListURN;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/MeasuredQuantity/UnitOfMeasure/ValueListURN;.
Value;/RequestResource/ResourceInformation/AssignmentInformation/Quantity/MeasuredQuantity/UnitOfMeasure/Value;.
Restrictions;/RequestResource/ResourceInformation/AssignmentInformation/Restrictions;.
AnticipatedFunction;/RequestResource/ResourceInformation/AssignmentInformation/AnticipatedFunction;.
ScheduleInformation;/RequestResource/ResourceInformation/ScheduleInformation;.
ScheduleType;/RequestResource/ResourceInformation/ScheduleInformation/ScheduleType;/alert/info/headline
DateTime;/RequestResource/ResourceInformation/ScheduleInformation/DateTime;/alert/info/effective
Location;/RequestResource/ResourceInformation/ScheduleInformation/Location;/alert/info/area/areaDesc
LocationDescription;/RequestResource/ResourceInformation/ScheduleInformation/Location/LocationDescription;.
Address;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address;.
FreeTextAddress;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/FreeTextAddress;.
AddressLine;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/FreeTextAddress/AddressLine;.
Country;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Country;.
NameElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Country/NameElement;.
AdministrativeArea;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/AdministrativeArea;.
NameElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/AdministrativeArea/NameElement;.
Locality;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Locality;.
NameElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Locality/NameElement;.
Thoroughfare;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Thoroughfare;.
NameElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Thoroughfare/NameElement;.
Number;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Thoroughfare/Number;.
Premises;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Premises;.
NameElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Premises/NameElement;.
Number;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/Premises/Number;.
PostCode;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostCode;.
Identifier;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostCode/Identifier;.
RuralDelivery;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/RuralDelivery;.
Identifier;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/RuralDelivery/Identifier;.
PostalDeliveryPoint;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostalDeliveryPoint;.
Identifier;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostalDeliveryPoint/Identifier;.
PostOffice;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostOffice;.
Identifier;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/PostOffice/Identifier;.
GeoRSS;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/GeoRSS;.
AnyElement;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/GeoRSS/anyElement;.
LocationByCoordinates;/RequestResource/ResourceInformation/ScheduleInformation/Location/Address/LocationByCoordinates;.
TargetArea;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea;.
Point;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Point;.
Pos;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Point/pos;.
LineString;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/LineString;.
PosList;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/LineString/posList;.
CircleByCenterPoint;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/CircleByCenterPoint;.
Pos;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/CircleByCenterPoint/pos;.
Radius;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/CircleByCenterPoint/radius;.
Polygon;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Polygon;.
Envelope;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Envelope;.
LowerCorner;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Envelope/lowerCorner;.
UpperCorner;/RequestResource/ResourceInformation/ScheduleInformation/Location/TargetArea/Envelope/upperCorner;.